AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Label
16.301798,-4.569775,11.146363,3.576493,-4.020721,2.160663,R2
21.396629,-5.273283,9.510733,4.380955,-3.075428,2.506214,R2
26.491463,-5.97679,7.875102,5.185417,-2.130136,2.851764,R2
22.645065,-3.30076,8.452181,5.193953,-1.098233,2.833873,R2
18.798666,-0.62473,9.02926,5.202489,-0.066331,2.815981,R2
4.425905,-4.940863,11.852692,2.182724,-6.140825,1.580184,R1
4.071235,-6.198467,9.400951,2.810899,-5.687497,1.965034,R1
3.716565,-7.456071,6.949211,3.439075,-5.234169,2.349884,R1
7.850994,-6.09166,7.542511,3.830277,-4.126663,2.437259,R1
11.985422,-4.727248,8.135812,4.221479,-3.019156,2.524635,R1
16.119852,-3.362836,8.729113,4.612682,-1.91165,2.61201,R1
14.179479,-6.532404,9.632853,2.170502,-5.418284,1.87028,R1
17.308741,-9.52562,6.481131,2.791627,-4.761791,2.171798,R1
20.438004,-12.518836,3.329408,3.412751,-4.105297,2.473317,R1
20.22121,-9.370188,5.160325,3.928041,-3.107854,2.541851,R1
20.004417,-6.221539,6.991243,4.443331,-2.110412,2.610384,R1
19.787622,-3.07289,8.822161,4.958621,-1.11297,2.678917,R1
13.0226,-5.237667,9.24621,3.698051,-4.639136,1.506492,R1
15.248733,-6.742154,6.754735,4.114582,-4.189651,1.814931,R1
17.474865,-8.246641,4.26326,4.531113,-3.740167,2.123369,R1
16.818419,-5.236433,5.594428,4.546353,-2.431905,2.276558,R1
16.161972,-2.226224,6.925596,4.561594,-1.123642,2.429747,R1
15.505526,0.783985,8.256763,4.576835,0.18462,2.582936,R1
-1.376023,-0.817056,12.466796,4.308404,-5.618944,1.341853,R1
3.996432,-0.532083,11.213443,4.666608,-4.528012,1.622381,R1
9.368887,-0.247111,9.96009,5.024813,-3.437081,1.902908,R1
14.741342,0.037862,8.706737,5.383017,-2.346149,2.183436,R1
20.113796,0.322834,7.453384,5.741221,-1.255217,2.463964,R1
18.448399,2.300187,7.415827,5.303252,-0.24283,2.322911,R1
2.322805,-0.584271,11.413799,2.978138,-5.41308,1.331034,R1
0.819079,-0.200741,10.10482,3.671182,-4.962366,1.601468,R1
6.763762,-0.346353,9.095723,3.982612,-4.132393,1.923874,R1
12.708446,-0.491966,8.086626,4.294042,-3.302419,2.24628,R1
18.65313,-0.637578,7.077528,4.605472,-2.472446,2.568685,R1
24.597813,-0.783191,6.068431,4.916902,-1.642472,2.891091,R1
12.90073,-5.103075,8.976929,3.452307,-4.94182,1.752814,R1
14.851896,-5.879859,5.774489,3.905059,-4.447309,2.149052,R1
16.803062,-6.656642,2.572049,4.35781,-3.952797,2.545289,R1
16.787163,-4.017191,4.327384,4.541184,-2.62901,2.680645,R1
16.771263,-1.377739,6.082718,4.724558,-1.305223,2.816,R1
16.755362,1.261712,7.838052,4.907931,0.018564,2.951356,R1
3.630335,0.922406,13.266975,3.033966,-5.270802,1.441483,R1
1.243691,1.859998,12.789283,3.519463,-4.907323,1.658673,R1
6.380423,0.902004,11.75918,3.959705,-3.845121,2.090318,R1
11.517153,-0.05599,10.729077,4.399947,-2.782919,2.521963,R1
16.653885,-1.013984,9.698975,4.840189,-1.720718,2.953608,R1
21.790615,-1.971978,8.668872,5.280431,-0.658516,3.385253,R1
10.412386,-0.628103,10.846334,3.106222,-4.466048,1.579543,R1
15.138802,-1.645636,9.587761,3.685551,-3.883417,1.971592,R1
19.865217,-2.663169,8.329188,4.26488,-3.300786,2.363641,R1
24.591633,-3.680702,7.070616,4.844209,-2.718154,2.75569,R1
21.273991,-1.857816,7.74269,4.872619,-1.486835,2.817517,R1
17.956348,-0.034931,8.414764,4.90103,-0.255517,2.879344,R1
4.353958,-4.92356,10.878942,2.593306,-5.604527,1.593523,R1
2.074465,-6.614583,8.628105,3.235748,-5.151219,1.932993,R1
-0.205028,-8.305606,6.377268,3.878191,-4.69791,2.272462,R1
4.410868,-6.219654,7.272914,4.24017,-3.530265,2.465374,R1
9.026762,-4.133702,8.16856,4.60215,-2.362619,2.658287,R1
13.642657,-2.04775,9.064205,4.96413,-1.194974,2.851199,R1
6.183125,0.452135,11.762669,2.207204,-5.524697,1.414629,R1
11.012388,-0.996338,10.510043,2.894455,-4.663444,1.782989,R1
15.841652,-2.444812,9.257418,3.581707,-3.802191,2.151348,R1
20.670916,-3.893285,8.004791,4.268958,-2.940938,2.519708,R1
25.500179,-5.341759,6.752166,4.956209,-2.079684,2.888068,R1
22.221556,-2.964131,7.537889,4.957543,-1.101108,2.908901,R1
9.208045,-3.456901,12.037753,1.854943,-6.003091,1.47666,R1
10.689896,-5.179753,8.732731,2.387421,-5.363832,1.857636,R1
12.171745,-6.902605,5.42771,2.9199,-4.724572,2.238613,R1
13.653595,-8.625457,2.122688,3.452378,-4.085313,2.619589,R1
14.820522,-6.691256,4.045907,3.825787,-3.095939,2.736428,R1
15.987451,-4.757054,5.969125,4.199195,-2.106564,2.853266,R1
-0.179397,-0.76723,13.761734,2.063835,-5.903974,1.579839,R1
-2.785711,-1.045775,12.56925,2.699105,-5.475178,1.800853,R1
3.699576,-2.009701,11.351724,3.116046,-4.60458,2.075214,R1
10.184863,-2.973627,10.134197,3.532988,-3.733982,2.349576,R1
16.670151,-3.937552,8.916671,3.949929,-2.863384,2.623937,R1
23.155437,-4.901478,7.699144,4.36687,-1.992786,2.898298,R1
4.359781,0.602978,11.526869,1.931128,-5.821688,1.521491,R1
8.986717,-1.11754,10.447471,2.44292,-5.103333,1.742881,R1
13.613654,-2.838057,9.368073,2.954712,-4.384977,1.96427,R1
18.240591,-4.558574,8.288675,3.466503,-3.666622,2.18566,R1
22.867527,-6.279091,7.209277,3.978295,-2.948267,2.407049,R1
19.950722,-3.41056,7.697832,3.95858,-1.811582,2.343048,R1
10.760152,-2.806636,11.779181,2.833183,-5.332334,1.67866,R1
14.582657,-4.262235,9.313248,3.339118,-4.800496,1.992421,R1
18.405163,-5.717834,6.847314,3.845052,-4.268658,2.306181,R1
22.227669,-7.173433,4.38138,4.350987,-3.73682,2.619941,R1
19.96909,-4.497016,5.94872,4.384127,-2.384495,2.658424,R1
17.710508,-1.8206,7.516059,4.417267,-1.03217,2.696908,R1
5.826008,-1.611687,11.651137,2.288138,-5.556671,1.448614,R2
10.67959,-2.535325,10.383339,2.980227,-4.711705,1.853321,R2
15.533174,-3.458962,9.11554,3.672316,-3.86674,2.258029,R2
20.386757,-4.3826,7.847741,4.364405,-3.021774,2.662736,R2
25.240339,-5.306238,6.579943,5.056493,-2.176808,3.067443,R2
22.054535,-3.038466,7.306159,5.100546,-1.135507,3.094362,R2
10.285367,-3.88664,11.184969,2.256773,-5.411675,1.626236,R1
14.322105,-6.227452,9.436055,3.04634,-4.671139,1.907129,R1
18.358845,-8.568264,7.687142,3.835906,-3.930603,2.188022,R1
22.395584,-10.909076,5.938229,4.625473,-3.190066,2.468915,R1
20.040211,-7.058581,6.602594,4.734262,-1.921503,2.532248,R1
17.684839,-3.208086,7.26696,4.843052,-0.65294,2.595582,R1
4.622612,-2.227962,13.46207,1.467106,-6.408607,1.419092,R1
2.196015,-4.107348,11.682619,1.986811,-5.883607,1.719917,R1
-0.230581,-5.986733,9.903168,2.506515,-5.358607,2.020743,R1
-2.657178,-7.866119,8.123715,3.026219,-4.833607,2.321569,R1
2.722539,-5.98097,8.852996,3.699976,-3.64007,2.436702,R1
8.102257,-4.09582,9.582277,4.373734,-2.446533,2.551834,R1
8.81006,-2.151579,13.676961,1.696225,-6.155432,1.294586,R1
12.825964,-3.940037,12.185891,2.494999,-5.286311,1.618912,R1
16.841867,-5.728494,10.694821,3.293772,-4.41719,1.943239,R1
20.857773,-7.516951,9.203752,4.092546,-3.548069,2.267566,R1
24.873676,-9.305408,7.712681,4.89132,-2.678949,2.591892,R1
20.784702,-5.526892,8.195288,4.847492,-1.437691,2.540779,R1
4.799476,-0.463278,12.943394,1.547323,-5.87568,1.274483,R1
4.032118,-0.460147,11.417376,2.03168,-5.425675,1.366186,R1
9.235312,-0.853815,10.786171,2.85361,-4.411637,1.729379,R1
14.438506,-1.247483,10.154965,3.67554,-3.397599,2.092572,R1
19.641701,-1.641152,9.52376,4.497469,-2.38356,2.455765,R1
24.844894,-2.03482,8.892555,5.319399,-1.369522,2.818958,R1
10.2596,-4.788394,12.275178,1.8706,-5.816983,1.59686,R1
11.235028,-6.534033,8.614231,2.384848,-5.242439,1.961362,R1
12.210457,-8.279673,4.953284,2.899096,-4.667896,2.325865,R1
13.185884,-10.025311,1.292337,3.413345,-4.093353,2.690367,R1
14.32822,-6.786986,3.734088,3.984643,-2.875574,2.778779,R1
15.470557,-3.548661,6.175839,4.555942,-1.657795,2.867191,R1
-3.959575,-3.769757,12.560497,4.102157,-5.995965,1.833861,R1
-7.805534,-4.409472,11.511473,5.048798,-5.757721,2.106772,R1
-0.406853,-2.597095,10.100678,5.479594,-4.614275,2.240705,R1
6.991827,-0.784719,8.689884,5.91039,-3.47083,2.374639,R1
14.390508,1.027658,7.27909,6.341187,-2.327384,2.508572,R1
21.789188,2.840035,5.868296,6.771983,-1.183939,2.642505,R1
9.883913,-5.113383,11.441431,2.81577,-5.280198,1.559524,R1
13.83739,-7.141317,8.359168,3.34437,-4.771533,1.850066,R1
17.790867,-9.169252,5.276906,3.872971,-4.262867,2.140608,R1
21.744343,-11.197186,2.194643,4.401571,-3.754202,2.431149,R1
20.194569,-7.469165,4.014402,4.606802,-2.426198,2.547539,R1
18.644794,-3.741143,5.834162,4.812034,-1.098194,2.663928,R1
13.017323,-6.553627,7.838819,3.508589,-4.784383,1.855778,R1
14.02845,-8.815648,5.438894,4.198045,-4.227319,2.294611,R1
15.039577,-11.07767,3.038969,4.8875,-3.670255,2.733445,R1
15.782164,-7.650934,4.67565,5.018443,-2.534052,2.948949,R1
16.52475,-4.224198,6.312331,5.149386,-1.397849,3.164453,R1
17.267334,-0.797462,7.949012,5.280329,-0.261646,3.379956,R1
0.467377,-3.987769,10.008042,2.010272,-5.565609,1.396649,R1
-1.757682,-4.889234,7.92287,2.67146,-5.053979,1.538218,R1
4.764348,-4.32396,8.497658,3.449662,-4.176536,1.732832,R1
11.286377,-3.758687,9.072446,4.227863,-3.299093,1.927446,R1
17.808407,-3.193414,9.647234,5.006064,-2.42165,2.12206,R1
24.330437,-2.628141,10.222022,5.784266,-1.544207,2.316674,R1
6.774081,-2.477445,10.543514,2.855043,-4.694996,1.961846,R1
12.168941,-4.883366,9.292531,3.584404,-4.071453,2.201759,R1
17.563801,-7.289287,8.041548,4.313765,-3.447911,2.441673,R1
22.95866,-9.695209,6.790564,5.043126,-2.824368,2.681586,R1
19.854879,-6.144701,7.319903,5.125327,-1.675662,2.685068,R1
16.751099,-2.594193,7.849243,5.207527,-0.526956,2.68855,R1
6.170519,-1.785453,10.769741,2.490665,-5.072663,1.216617,R1
10.583524,-3.716811,9.605348,3.247037,-4.484867,1.506705,R1
14.996529,-5.64817,8.440955,4.00341,-3.897069,1.796793,R1
19.409534,-7.579528,7.276562,4.759783,-3.309273,2.08688,R1
23.822538,-9.510886,6.112169,5.516155,-2.721476,2.376968,R1
20.724613,-5.567361,6.894957,5.389462,-1.425214,2.39886,R1
-1.707438,-6.324123,9.716631,2.996627,-5.227476,1.672473,R1
-4.995054,-7.735606,7.602161,3.557785,-4.743643,1.939726,R1
0.965775,-5.664574,8.480278,4.084545,-3.522465,2.139941,R1
6.926604,-3.593541,9.358396,4.611304,-2.301287,2.340155,R1
12.887434,-1.522508,10.236513,5.138064,-1.080109,2.540369,R1
18.848263,0.548525,11.11463,5.664824,0.141069,2.740584,R1
-2.139045,-4.601299,9.48158,3.500135,-5.094601,2.021216,R1
-6.357766,-4.616543,7.206939,4.106968,-4.606516,2.386946,R1
0.367156,-3.473741,7.658234,4.52349,-3.298477,2.648966,R1
7.092078,-2.330939,8.109528,4.940012,-1.990438,2.910985,R1
13.816999,-1.188137,8.560822,5.356533,-0.6824,3.173005,R1
20.541922,-0.045334,9.012117,5.773055,0.625639,3.435024,R1
5.982365,-2.064033,14.530746,1.395753,-6.411166,1.074593,R1
9.670928,-5.268981,12.890211,2.08601,-5.651401,1.320554,R1
13.359491,-8.473927,11.249676,2.776267,-4.891636,1.566515,R1
17.048056,-11.678874,9.60914,3.466524,-4.131871,1.812477,R1
20.736618,-14.883821,7.968605,4.15678,-3.372105,2.058438,R1
18.595402,-10.021813,8.541478,4.335761,-2.119066,2.173848,R1
12.504039,-4.499266,11.273233,2.25488,-5.570354,1.181782,R1
14.108368,-5.156122,8.113646,2.944431,-5.006844,1.62184,R1
15.712696,-5.812978,4.954058,3.633982,-4.443334,2.061898,R1
17.317024,-6.469833,1.794471,4.323534,-3.879823,2.501957,R1
17.801514,-4.280313,3.507359,4.603613,-2.759445,2.680617,R1
18.286003,-2.090793,5.220248,4.883692,-1.639066,2.859276,R1
3.883195,-0.069049,13.066179,3.326708,-5.50385,1.292413,R1
2.376681,0.45205,12.328408,3.80993,-5.165731,1.48542,R1
7.574664,-0.01256,11.028013,4.100479,-4.055725,1.951357,R1
12.772646,-0.477171,9.727617,4.391026,-2.945719,2.417294,R1
17.970629,-0.941781,8.427222,4.681575,-1.835712,2.883231,R1
23.168612,-1.406392,7.126827,4.972123,-0.725706,3.349167,R1
1.367057,-3.258887,13.002652,1.150144,-6.198483,1.58021,R1
-1.518132,-4.479627,10.688229,1.795838,-5.62676,1.826227,R1
-4.403322,-5.700366,8.373806,2.441531,-5.055037,2.072244,R1
2.604279,-5.215451,9.025476,3.240386,-4.102269,2.219846,R1
9.611878,-4.730536,9.677145,4.03924,-3.149501,2.367447,R1
16.619478,-4.245622,10.328815,4.838094,-2.196734,2.515049,R1
10.470022,-7.503628,8.562522,2.646953,-5.099004,1.214709,R1
9.850225,-9.430721,5.822956,3.450356,-4.403849,1.604262,R1
9.23043,-11.357816,3.083389,4.253758,-3.708693,1.993816,R1
11.000507,-7.434707,5.01457,4.514348,-2.3467,2.287651,R1
12.770586,-3.511598,6.945751,4.774938,-0.984707,2.581486,R1
14.540664,0.411511,8.876932,5.035527,0.377287,2.875321,R1
10.636265,-3.180773,11.894576,1.139488,-5.554846,1.007914,R1
14.023294,-5.080674,10.449268,2.123224,-4.824474,1.475463,R1
17.410324,-6.980575,9.003961,3.106959,-4.094102,1.943013,R1
20.797354,-8.880476,7.558653,4.090695,-3.36373,2.410563,R1
24.184383,-10.780376,6.113346,5.074431,-2.633358,2.878112,R1
21.065054,-7.316079,7.02516,5.283968,-1.655432,3.00951,R1
14.784447,-4.319757,9.07799,3.203497,-4.207653,1.417313,R1
19.395481,-3.855207,8.175424,4.130287,-3.360882,2.002971,R1
24.006517,-3.390657,7.272857,5.057076,-2.514112,2.588629,R1
28.617554,-2.926107,6.370291,5.983865,-1.667341,3.174288,R1
24.547976,-0.820691,7.097803,5.820406,-0.661701,3.239531,R1
20.478397,1.284726,7.825316,5.656948,0.343938,3.304773,R1
5.786862,-8.58056,9.178349,2.712477,-5.216036,1.396149,R1
3.179387,-10.98006,7.757032,3.406304,-4.752911,1.753883,R1
0.571912,-13.37956,6.335716,4.10013,-4.289786,2.111618,R1
5.046737,-9.378963,7.309093,4.504575,-2.971525,2.369619,R1
9.521563,-5.378366,8.282469,4.909019,-1.653264,2.62762,R1
13.996388,-1.377769,9.255846,5.313463,-0.335003,2.885621,R1
7.0752,-1.374614,8.639716,2.174423,-4.588361,1.431652,R1
6.407838,-1.582251,6.900984,2.597106,-4.040618,1.625178,R1
10.428771,-2.081922,6.942225,3.279027,-3.241265,2.04526,R1
14.449704,-2.581593,6.983465,3.960947,-2.441912,2.465342,R1
18.470636,-3.081264,7.024706,4.642867,-1.642559,2.885424,R1
22.49157,-3.580936,7.065947,5.324787,-0.843205,3.305506,R1
8.650524,-3.769264,12.59587,2.070794,-5.13693,1.256165,R1
12.077284,-5.610483,11.00946,2.794437,-4.658736,1.573754,R1
15.504045,-7.451702,9.423051,3.51808,-4.180542,1.891342,R1
18.930805,-9.292921,7.836641,4.241723,-3.702347,2.208931,R1
22.357565,-11.13414,6.250232,4.965366,-3.224153,2.526519,R1
19.886551,-7.048389,7.115716,5.00639,-1.992715,2.646104,R1
5.8147,-7.230013,9.509386,2.37023,-5.162639,1.90614,R1
3.222179,-9.767124,7.197121,3.104894,-4.665727,2.274008,R1
0.629659,-12.304235,4.884856,3.839559,-4.168815,2.641875,R1
5.794791,-9.592015,5.778468,4.231219,-3.167401,2.853264,R1
10.959924,-6.879795,6.672081,4.62288,-2.165987,3.064653,R1
16.125055,-4.167574,7.565693,5.01454,-1.164572,3.276042,R1
11.93044,-5.955032,7.507337,2.563004,-4.853762,1.818745,R1
13.154655,-7.861057,4.730136,3.283048,-4.189779,2.1327,R1
14.378872,-9.767082,1.952935,4.003093,-3.525796,2.446656,R1
15.308597,-6.812202,4.131437,4.365398,-2.620815,2.540254,R1
16.238321,-3.857322,6.309939,4.727704,-1.715835,2.633853,R1
17.168045,-0.902441,8.488441,5.090009,-0.810855,2.727452,R1
12.66255,-6.112978,10.389651,1.865076,-4.860529,1.338637,R1
13.564024,-7.718717,8.238132,2.878018,-4.256836,1.769609,R1
14.465497,-9.324456,6.086611,3.89096,-3.653143,2.200581,R1
15.366971,-10.930196,3.93509,4.903902,-3.04945,2.631553,R1
13.902594,-7.058119,5.18541,5.108877,-2.000516,2.809441,R1
12.438217,-3.186042,6.43573,5.313851,-0.951582,2.987329,R1
12.410526,-8.905677,11.07477,2.235404,-5.215767,0.941128,R1
11.96736,-11.179365,7.703546,2.945396,-4.693271,1.341231,R1
11.524192,-13.453053,4.332322,3.655387,-4.170775,1.741333,R1
11.081025,-15.726741,0.961098,4.365378,-3.64828,2.141435,R1
12.008486,-10.910977,3.257716,4.566751,-2.313538,2.437304,R1
12.935946,-6.095215,5.554334,4.768123,-0.978796,2.733174,R1
9.527457,-6.318631,9.661975,1.328494,-5.455065,0.723745,R1
8.043308,-9.066698,7.844402,2.055197,-4.865499,1.012892,R1
6.55916,-11.814766,6.026829,2.781901,-4.275932,1.30204,R1
5.075011,-14.562834,4.209257,3.508605,-3.686365,1.591187,R1
7.616903,-9.866148,5.991968,4.054447,-2.558499,1.872075,R1
10.158795,-5.169463,7.774678,4.60029,-1.430633,2.152964,R1
12.654612,-2.752672,10.342072,3.458769,-4.500123,1.394671,R1
16.717545,-4.532342,8.973029,4.122109,-3.957248,1.818051,R1
20.780476,-6.312013,7.603986,4.78545,-3.414373,2.241431,R1
24.843407,-8.091683,6.234944,5.448791,-2.871497,2.664811,R1
21.434486,-4.864243,7.206738,5.377469,-1.569115,2.808013,R1
18.025568,-1.636803,8.178533,5.306146,-0.266733,2.951216,R1
0.649465,-6.663611,9.769903,3.204592,-4.766278,1.527185,R1
-2.919366,-7.176502,7.81803,3.900209,-4.240201,1.851352,R1
2.725852,-4.951499,8.51033,4.330615,-3.056353,2.17415,R1
8.371069,-2.726496,9.20263,4.76102,-1.872506,2.496948,R1
14.016286,-0.501493,9.89493,5.191424,-0.688658,2.819745,R1
19.661503,1.72351,10.58723,5.62183,0.49519,3.142543,R1
7.085629,-7.545712,10.146617,2.355154,-5.324074,1.766062,R1
6.43174,-10.764586,8.145189,3.213756,-4.702385,2.139226,R1
5.777852,-13.98346,6.143762,4.072358,-4.080697,2.51239,R1
9.621953,-11.253782,7.151403,4.528046,-3.223323,2.748949,R1
13.466053,-8.524103,8.159045,4.983733,-2.36595,2.985507,R1
17.310154,-5.794425,9.166686,5.439421,-1.508577,3.222065,R1
12.817235,-6.290112,11.480613,1.687975,-5.69849,1.142068,R1
12.930843,-8.503744,8.706799,2.360635,-5.073241,1.508615,R1
13.044453,-10.717376,5.932984,3.033296,-4.447993,1.875163,R1
13.158061,-12.931007,3.15917,3.705956,-3.822744,2.24171,R1
13.494325,-8.684237,5.22334,4.036522,-2.435473,2.457557,R1
13.830587,-4.437465,7.287509,4.367088,-1.048202,2.673404,R1
5.685738,-5.099436,9.547967,2.102949,-5.264904,1.820255,R1
4.185598,-7.35945,7.207998,2.784122,-4.641705,2.173412,R1
2.685459,-9.619464,4.868028,3.465294,-4.018504,2.526568,R1
7.279252,-7.937616,6.534951,3.984415,-3.041398,2.743289,R1
11.873045,-6.255768,8.201875,4.503536,-2.064292,2.960011,R1
16.466839,-4.57392,9.868797,5.022658,-1.087187,3.176732,R1
8.84621,-8.669212,9.662285,2.44227,-5.105831,1.710874,R1
7.908484,-11.548969,7.570913,3.073449,-4.600444,2.048294,R1
6.970757,-14.428727,5.479541,3.704627,-4.095058,2.385714,R1
9.236987,-9.988688,6.842734,4.186158,-2.892058,2.552444,R1
11.503216,-5.54865,8.205928,4.667688,-1.689059,2.719174,R1
13.769445,-1.108611,9.569121,5.149219,-0.486059,2.885905,R1
4.581595,-7.855794,9.811657,2.882859,-4.863377,2.217437,R1
3.204331,-9.881177,8.169066,3.553155,-4.332614,2.618623,R1
7.487159,-8.297437,8.460575,3.934929,-3.365908,2.762982,R1
11.769987,-6.713696,8.752083,4.316703,-2.399201,2.90734,R1
16.052816,-5.129957,9.043591,4.698478,-1.432494,3.051699,R1
20.335644,-3.546216,9.3351,5.080252,-0.465787,3.196057,R1
10.132439,-0.043073,8.87631,2.738545,-4.229575,2.009556,R1
15.591705,-1.831825,7.875911,3.320626,-3.62517,2.397589,R1
21.050972,-3.620577,6.875512,3.902706,-3.020765,2.785623,R1
26.510239,-5.409329,5.875113,4.484786,-2.41636,3.173656,R1
22.10347,-3.143389,7.039437,4.55615,-1.311116,3.230184,R1
17.696699,-0.877449,8.203762,4.627515,-0.205871,3.286712,R1
9.550651,-6.476482,10.76638,2.15914,-5.738844,1.154593,R1
9.476957,-8.682312,8.152119,2.823101,-5.058886,1.558549,R1
9.403265,-10.888141,5.537857,3.487062,-4.378928,1.962506,R1
9.329573,-13.09397,2.923595,4.151022,-3.69897,2.366462,R1
10.741797,-8.979302,4.756844,4.350662,-2.39584,2.595675,R1
12.154022,-4.864635,6.590093,4.550303,-1.09271,2.824887,R1
8.283111,-5.9551,8.829478,2.192791,-5.235573,1.776507,R1
8.174828,-8.345484,6.072727,2.785874,-4.576646,2.08435,R1
8.066544,-10.735868,3.315976,3.378958,-3.917719,2.392193,R1
11.171412,-8.107307,5.059897,3.936223,-2.872658,2.435408,R1
14.276281,-5.478747,6.803819,4.493486,-1.827597,2.478624,R1
17.381149,-2.850186,8.54774,5.050751,-0.782536,2.521839,R1
1.185934,-2.559842,11.328637,2.91494,-5.21437,1.672207,R1
-1.004279,-2.823715,9.914347,3.628412,-4.671374,1.903475,R1
5.231283,-3.040068,9.413549,4.021465,-3.793769,2.159342,R1
11.466846,-3.25642,8.912753,4.414519,-2.916163,2.415208,R1
17.702408,-3.472773,8.411957,4.807572,-2.038558,2.671075,R1
23.937969,-3.689126,7.91116,5.200626,-1.160953,2.926942,R1
0.015667,-0.62801,12.303717,2.343827,-5.269995,2.143503,R1
-2.586797,-0.714147,10.915077,2.860607,-4.753635,2.418086,R1
2.866962,-0.978462,10.714281,3.609626,-3.57188,2.591455,R1
8.320722,-1.242778,10.513484,4.358644,-2.390125,2.764823,R1
13.774482,-1.507093,10.312687,5.107663,-1.208369,2.938192,R1
19.228241,-1.771409,10.111891,5.856682,-0.026614,3.111561,R1
2.245615,-7.017424,6.924367,2.232276,-5.084409,2.179848,R1
1.079896,-9.026339,4.066087,2.793891,-4.459026,2.518018,R1
6.282327,-7.637075,5.590394,3.420055,-3.484137,2.573292,R1
11.484757,-6.247811,7.114701,4.046219,-2.509247,2.628567,R1
16.687187,-4.858548,8.639009,4.672384,-1.534358,2.683842,R1
21.889618,-3.469285,10.163316,5.298548,-0.559469,2.739117,R1
5.511233,-1.717799,11.856345,0.863436,-6.04291,1.781019,R1
4.77228,-3.429415,8.875265,1.260045,-5.485331,2.161267,R1
4.033327,-5.14103,5.894185,1.656653,-4.927752,2.541516,R1
3.294374,-6.852646,2.913105,2.053262,-4.370173,2.921764,R1
6.661482,-5.174832,5.120545,2.82833,-3.202774,2.917374,R1
10.028589,-3.497019,7.327985,3.603398,-2.035375,2.912984,R1
0.152426,-1.742674,11.297281,1.914324,-5.862646,1.526085,R1
-2.966251,-1.921387,9.433197,2.606646,-5.432666,1.810396,R1
-6.084929,-2.1001,7.569113,3.298968,-5.002686,2.094707,R1
1.107677,-2.556686,7.627607,3.60285,-4.040421,2.284933,R1
8.300282,-3.013273,7.686101,3.906733,-3.078155,2.475158,R1
15.492887,-3.469859,7.744596,4.210615,-2.115889,2.665384,R1
6.396662,-2.932192,13.53484,2.624128,-5.85892,1.026274,R1
11.739738,-3.146167,11.719253,3.105653,-4.874861,1.494653,R1
17.082813,-3.360143,9.903666,3.587178,-3.890803,1.963033,R1
22.42589,-3.574118,8.088078,4.068703,-2.906744,2.431412,R1
27.768965,-3.788094,6.272492,4.550228,-1.922686,2.899791,R1
23.417784,-1.930209,7.361179,4.540576,-0.887734,2.948667,R1
8.036529,-3.361662,13.218309,2.237216,-5.468138,1.361819,R1
11.232589,-5.071088,11.725752,2.740656,-4.887085,1.65684,R1
14.428648,-6.780514,10.233194,3.244096,-4.306033,1.95186,R1
17.624708,-8.489939,8.740636,3.747536,-3.72498,2.246881,R1
20.820768,-10.199365,7.248078,4.250977,-3.143927,2.541901,R1
18.288813,-6.640309,7.971842,4.367947,-1.887792,2.588294,R1
3.91759,0.574798,14.008022,1.845844,-5.716918,1.613359,R1
2.494208,0.164114,13.290717,2.312235,-5.286592,1.731907,R1
7.658071,-1.396982,12.13804,2.95414,-4.407906,2.015463,R1
12.821935,-2.958078,10.985361,3.596045,-3.52922,2.299019,R1
17.985798,-4.519175,9.832684,4.237949,-2.650534,2.582575,R1
23.149662,-6.080271,8.680006,4.879854,-1.771847,2.866131,R1
9.165021,-5.296841,8.111241,1.560283,-5.412293,2.004313,R1
10.394363,-7.446276,4.394816,2.043555,-4.73081,2.360328,R1
11.623705,-9.595711,0.678391,2.526826,-4.049327,2.716343,R1
12.623336,-6.690953,3.28991,3.090551,-2.856758,2.784331,R1
13.622967,-3.786196,5.90143,3.654277,-1.664189,2.852319,R1
14.622599,-0.881438,8.512949,4.218002,-0.471619,2.920308,R1
12.805157,-4.384057,12.682158,3.049787,-5.232823,1.266323,R1
16.244385,-4.908758,10.652565,3.576731,-4.485225,1.714642,R1
19.683613,-5.433459,8.622972,4.103674,-3.737626,2.16296,R1
23.122841,-5.958159,6.593379,4.630618,-2.990028,2.611278,R1
20.843367,-3.70923,7.522478,4.648613,-1.881923,2.738417,R1
18.563892,-1.4603,8.451576,4.666608,-0.773818,2.865555,R1
7.37586,-3.533432,10.728652,2.271318,-6.23491,1.556182,R2
10.231883,-5.599567,7.043364,2.773367,-5.657243,1.859851,R2
13.087907,-7.665702,3.358076,3.275416,-5.079576,2.16352,R2
15.94393,-9.731836,-0.327212,3.777465,-4.50191,2.467189,R2
16.853973,-7.222976,2.245762,4.086141,-3.458945,2.499741,R2
17.764019,-4.714115,4.818737,4.394816,-2.415979,2.532293,R2
-0.053757,0.476183,12.459772,2.214879,-5.496993,1.550368,R2
-2.383684,1.23004,11.333596,2.732452,-5.053983,1.72727,R2
3.489076,0.111325,10.865891,3.33458,-3.911055,1.99529,R2
9.361837,-1.00739,10.398186,3.936708,-2.768127,2.26331,R2
15.234598,-2.126105,9.930481,4.538836,-1.625199,2.53133,R2
21.107359,-3.24482,9.462775,5.140965,-0.482271,2.79935,R2
11.007295,-6.29062,11.87093,3.067917,-5.519001,1.138745,R1
10.61927,-8.410875,9.356515,3.668973,-4.9605,1.580971,R1
10.231245,-10.531131,6.8421,4.27003,-4.401999,2.023196,R1
9.843221,-12.651386,4.327685,4.871086,-3.843498,2.465422,R1
